State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )",Tapioca,Tapioca,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Tuticorin,"Tuticorin(Uzhavar Sandhai )","Water Melon","Water Melon",Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Vellore,Thirupathur,Amaranthus,Amaranthus,Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Vellore,Thirupathur,"Bitter gourd","Bitter Gourd",Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Vellore,Thirupathur,Brinjal,Round,Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Vellore,Thirupathur,Cabbage,Cabbage,Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Vellore,Thirupathur,Carrot,Pusakesar,Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Vellore,Thirupathur,Ginger(Green),"Green Ginger",Local,29/07/2025,6600,6600,6600
"Tamil Nadu",Vellore,Thirupathur,"Jack Fruit","Jack Fruit",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,Mint(Pudina),Mint(Pudina),Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,Snakeguard,Snakeguard,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Vellore,Thirupathur,"Sweet Potato","Hosur Red",Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Vellore,Thirupathur,Tomato,Deshi,Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Vellore,Thirupathur,"Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,"Gingee(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Villupuram,Tindivanam,Beans,"Beans (Whole)",Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Villupuram,Tindivanam,Cabbage,Cabbage,Local,29/07/2025,2600,2600,2600
"Tamil Nadu",Villupuram,Tindivanam,Carrot,Pusakesar,Local,29/07/2025,7000,7000,7000
"Tamil Nadu",Villupuram,Tindivanam,"Chow Chow","Chow Chow",Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Tindivanam,Coriander(Leaves),"I Sort",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,Tindivanam,Fig(Anjura/Anjeer),Anjura,Local,29/07/2025,17000,17000,17000
"Tamil Nadu",Villupuram,Tindivanam,"Green Avare (W)","Avare (W)",Local,29/07/2025,5500,5500,5500
"Tamil Nadu",Villupuram,Tindivanam,Jasmine,Jasmine,Local,29/07/2025,45000,45000,45000
"Tamil Nadu",Villupuram,Tindivanam,"Karbuja(Musk Melon)",Karbhuja,Local,29/07/2025,2000,2000,2000
"Tamil Nadu",Villupuram,Tindivanam,"Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,3000,3800,3800
"Tamil Nadu",Villupuram,Tindivanam,Snakeguard,Snakeguard,Local,29/07/2025,3500,3500,3500
"Tamil Nadu",Villupuram,Tindivanam,Tapioca,Tapioca,Local,29/07/2025,4500,4500,4500
"Tamil Nadu",Villupuram,Tindivanam,"Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,8000,8000,8000
"Tamil Nadu",Villupuram,Ulundurpettai,"Amla(Nelli Kai)",Amla,Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Villupuram,Ulundurpettai,Ashgourd,Gouard,Local,29/07/2025,2500,2500,2500
"Tamil Nadu",Villupuram,Ulundurpettai,Banana,Besrai,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Villupuram,Ulundurpettai,"Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Villupuram,Ulundurpettai,"Mango (Raw-Ripe)","Mango - Raw-Ripe",Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Villupuram,Ulundurpettai,Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,6000,6000,6000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Beans,"Beans (Whole)",Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,7000,7500,7500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Papaya,Papaya,Local,29/07/2025,2000,2500,2500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Aruppukottai(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Beetroot,Beetroot,Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,3000,3600,3600
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )","Elephant Yam (Suran)","Elephant Yam (Suran)",Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,29/07/2025,3000,3400,3400
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Rajapalayam(Uzhavar Sandhai )","Yam (Ratalu)","Yam (Ratalu)",Local,29/07/2025,12000,13000,13000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )","Bhindi(Ladies Finger)",Bhindi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,8000,9000,9000
"Tamil Nadu",Virudhunagar,"Sathur(Uzhavar Sandhai )",Tomato,Deshi,Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Virudhunagar,"Sivakasi(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,3700,4000,4000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,4500,5000,5000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Chikoos(Sapota),Sapota,Local,29/07/2025,3300,3600,3600
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,8500,9000,9000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Lemon,Lemon,Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Onion,Bellary,Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Virudhunagar,"Thalavaipuram(Uzhavar Sandhai )",Ridgeguard(Tori),Ridgeguard(Tori),Local,29/07/2025,5500,6000,6000
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Brinjal,Round,Local,29/07/2025,5000,5200,5200
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,6700,6800,6800
"Tamil Nadu",Virudhunagar,"Virudhunagar(Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,8800,9000,9000
Tripura,"North Tripura",Dasda,"Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,2500,3000,2750
"Uttar Pradesh",Amroha,Hasanpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Brinjal,"Arkasheela Mattigulla",FAQ,29/07/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Mango,Badami,Medium,29/07/2025,1820,2000,1850
"Uttar Pradesh",Amroha,Hasanpur,Onion,Nasik,Non-FAQ,29/07/2025,1010,1200,1100
"Uttar Pradesh",Amroha,Hasanpur,Potato,Potato,FAQ,29/07/2025,810,1000,850
"Uttar Pradesh",Badaun,Babrala,Wheat,Dara,Non-FAQ,29/07/2025,2530,2550,2540
"Uttar Pradesh",Badaun,Babrala,Wood,Eucalyptus,FAQ,29/07/2025,580,600,590
"Uttar Pradesh",Bareilly,Anwala,Pumpkin,Pumpkin,FAQ,29/07/2025,1000,1200,1100
"Uttar Pradesh",Bareilly,Anwala,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,29/07/2025,1200,1500,1400
"Uttar Pradesh",Bulandshahar,Gulavati,"Green Chilli","Green Chilly",FAQ,29/07/2025,1400,1600,1500
"Uttar Pradesh",Hathras,Shadabad,Tomato,Deshi,FAQ,29/07/2025,2500,2600,2550
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,1900,1950,1925
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Gur(Jaggery),Pathari,FAQ,29/07/2025,3400,3500,3425
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Green Chilli","Green Chilly",FAQ,29/07/2025,1500,1900,1700
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,29/07/2025,1300,1400,1350
"Uttar Pradesh",Meerut,Sardhana,Potato,Desi,Non-FAQ,29/07/2025,1000,1125,1100
"Uttar Pradesh",Meerut,Sardhana,Tomato,Hybrid,FAQ,29/07/2025,1300,1500,1400
"Uttar Pradesh",Shamli,Kairana,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,500,600,550
"Uttar Pradesh",Shamli,Kairana,Mango,Dusheri,Medium,29/07/2025,1400,1500,1450
"Uttar Pradesh",Shamli,Kairana,Onion,Red,FAQ,29/07/2025,1200,1300,1250
"Uttar Pradesh",Shamli,Kairana,Tomato,Hybrid,FAQ,29/07/2025,2900,3000,2950
"West Bengal",Hooghly,Sheoraphuly,"Bitter gourd",Other,FAQ,29/07/2025,4800,5000,5000
"West Bengal",Hooghly,Sheoraphuly,Brinjal,Other,FAQ,29/07/2025,5600,6000,5800
"West Bengal",Hooghly,Sheoraphuly,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2025,5400,5800,5600
"West Bengal",Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,29/07/2025,1180,1220,1200
"West Bengal",Medinipur(W),Ghatal,Cucumbar(Kheera),Cucumbar,FAQ,29/07/2025,4000,4200,4100
"West Bengal",Medinipur(W),Ghatal,Potato,Jyoti,FAQ,29/07/2025,1280,1350,1320
Bihar,Bhojpur,Aarah,Potato,Jyoti,FAQ,29/07/2025,2000,2200,2100
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,29/07/2025,2050,3050,2500
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,29/07/2025,2250,3550,3150
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Lemon,Other,FAQ,29/07/2025,2000,2000,2000
Gujarat,Narmada,Rajpipla,Banana,Other,Large,29/07/2025,1720,2720,2350
Gujarat,Surat,Mahuva(Anaval),"Pointed gourd (Parval)",Other,FAQ,29/07/2025,3100,3250,3200
Haryana,Rewari,Kosli,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,1000,1000,1000
Haryana,Rewari,Kosli,Cucumbar(Kheera),Other,FAQ,29/07/2025,2000,2000,2000
Haryana,Rewari,Rewari,Tomato,Other,Non-FAQ,29/07/2025,2000,4000,3000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Apple,"Kullu Royal Delicious",Medium,29/07/2025,5000,13000,9000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,2500,5200,4000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Brinjal,Brinjal,FAQ,29/07/2025,2500,3200,2900
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,29/07/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,29/07/2025,5200,6000,5600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Onion,"1st Sort",FAQ,29/07/2025,2500,2600,2550
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Potato,Potato,FAQ,29/07/2025,1400,2200,1800
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Raddish,Raddish,FAQ,29/07/2025,1800,2500,2100
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bhindi(Ladies Finger)",Bhindi,FAQ,29/07/2025,2500,3200,2800
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Brinjal,"Arkasheela Mattigulla",FAQ,29/07/2025,2500,3000,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,29/07/2025,2200,2600,2400
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,29/07/2025,8000,9000,8500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Guava,Guava,Medium,29/07/2025,8000,8500,8200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pineapple,Other,Medium,29/07/2025,3500,4000,3700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Tomato,Deshi,FAQ,29/07/2025,2500,5500,4200
"Himachal Pradesh",Kangra,Palampur,Apple,"Kullu Royal Delicious",Medium,29/07/2025,5000,12000,9000
"Himachal Pradesh",Kangra,Palampur,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,2400,4800,3500
"Himachal Pradesh",Kangra,Palampur,Cabbage,Cabbage,FAQ,29/07/2025,2000,2500,2200
"Himachal Pradesh",Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,29/07/2025,10000,12000,11000
"Himachal Pradesh",Kangra,Palampur,"French Beans (Frasbean)",Other,FAQ,29/07/2025,7000,8000,7500
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,29/07/2025,5000,5500,5200
"Himachal Pradesh",Kangra,Palampur,Onion,Other,FAQ,29/07/2025,2400,2500,2450
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,29/07/2025,10000,12000,11000
"Jammu and Kashmir",Srinagar,Parimpore,Cabbage,Other,FAQ,29/07/2025,1600,2000,1800
"Jammu and Kashmir",Srinagar,Parimpore,Cauliflower,Other,FAQ,29/07/2025,5000,5800,5400
"Jammu and Kashmir",Srinagar,Parimpore,"Knool Khol",Other,FAQ,29/07/2025,2500,4000,3000
"Jammu and Kashmir",Srinagar,Parimpore,Mango,Totapuri,Medium,29/07/2025,7000,8000,7500
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,29/07/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,29/07/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,29/07/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Drumstick,Other,FAQ,29/07/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,29/07/2025,6000,6500,6000
Kerala,Ernakulam,Piravam,Cabbage,Other,FAQ,29/07/2025,4000,5000,4500
Kerala,Idukki,Kattappana,"Amla(Nelli Kai)",Other,FAQ,29/07/2025,3800,3900,3900
Kerala,Idukki,Kattappana,Apple,Other,Medium,29/07/2025,22000,22000,22000
Kerala,Idukki,Kattappana,Banana,"Nendra Bale",Medium,29/07/2025,4000,4800,4500
Kerala,Idukki,Kattappana,"Bhindi(Ladies Finger)",Other,FAQ,29/07/2025,4000,4500,4500
Kerala,Idukki,Kattappana,"Bitter gourd",Other,FAQ,29/07/2025,3000,3400,3300
Kerala,Idukki,Kattappana,Coffee,Other,FAQ,29/07/2025,36500,36500,36500
Kerala,Idukki,Kattappana,Colacasia,Other,FAQ,29/07/2025,5500,5800,5800
Kerala,Idukki,Kattappana,"French Beans (Frasbean)",Other,FAQ,29/07/2025,5500,6000,5800
Kerala,Idukki,Kattappana,Ginger(Green),Other,FAQ,29/07/2025,5800,6000,6000
Kerala,Idukki,Kattappana,"Little gourd (Kundru)",Other,FAQ,29/07/2025,4000,4500,4500
Kerala,Idukki,Kattappana,Snakeguard,Other,FAQ,29/07/2025,3000,3400,3200
Kerala,Idukki,Kattappana,Tapioca,Other,FAQ,29/07/2025,3500,3500,3500
Kerala,Kollam,Sasthamkotta,Colacasia,Other,FAQ,29/07/2025,5000,5500,5200
Kerala,Kollam,Sasthamkotta,Tapioca,Other,FAQ,29/07/2025,4000,4500,4200
Kerala,Kollam,Sasthamkotta,Tomato,Other,FAQ,29/07/2025,3000,3500,3200
Kerala,Kollam,Sasthamkotta,Yam,Other,FAQ,29/07/2025,5000,5500,5200
Kerala,Kottayam,Athirampuzha,Beetroot,Beetroot,FAQ,29/07/2025,3800,4000,3900
Kerala,Kottayam,Athirampuzha,Cabbage,Cabbage,FAQ,29/07/2025,3200,3400,3300
Kerala,Kottayam,Athirampuzha,Colacasia,Other,FAQ,29/07/2025,7800,8000,7900
Kerala,Kottayam,Athirampuzha,Pineapple,Other,Medium,29/07/2025,3400,3600,3500
Kerala,Kottayam,Athirampuzha,Tomato,Tomato,FAQ,29/07/2025,5400,5600,5500
Kerala,Kottayam,Ettumanoor,"Banana - Green","Banana - Green",FAQ,29/07/2025,3600,4000,3800
Kerala,Kottayam,Ettumanoor,"Cluster beans",Other,FAQ,29/07/2025,4300,4700,4500
Kerala,Kottayam,Ettumanoor,Ginger(Green),"Green Ginger",FAQ,29/07/2025,5000,6000,5500
Kerala,Kottayam,Ettumanoor,"Little gourd (Kundru)",Other,FAQ,29/07/2025,4400,4800,4600
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,29/07/2025,2500,4000,3500
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,29/07/2025,4000,6000,5000
Kerala,Kottayam,Pampady,Colacasia,Other,FAQ,29/07/2025,4500,6500,5500
Kerala,Kottayam,Pampady,"Green Chilli","Green Chilly",FAQ,29/07/2025,8900,10000,9000
Kerala,Kottayam,Pampady,Onion,Big,FAQ,29/07/2025,2100,2700,2500
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,29/07/2025,5200,5500,5400
Kerala,Kozhikode(Calicut),Mukkom,"Bottle gourd","Bottle Gourd",FAQ,29/07/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,Onion,Onion,FAQ,29/07/2025,2700,3100,2900
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,29/07/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,29/07/2025,4400,4500,4400
Kerala,Kozhikode(Calicut),Palayam,"Coconut Seed",Other,FAQ,29/07/2025,7300,7300,7300
Kerala,Kozhikode(Calicut),Palayam,"French Beans (Frasbean)",Other,FAQ,29/07/2025,4100,4200,4100
Kerala,Kozhikode(Calicut),Palayam,Pumpkin,Other,FAQ,29/07/2025,1100,1100,1100
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,FAQ,29/07/2025,2500,2500,2500
Kerala,Kozhikode(Calicut),Palayam,Snakeguard,Other,FAQ,29/07/2025,3500,3500,3500
Kerala,Malappuram,Manjeri,Carrot,Other,FAQ,29/07/2025,6300,6400,6350
Kerala,Malappuram,Manjeri,Cauliflower,Other,FAQ,29/07/2025,3400,3500,3450
Kerala,Malappuram,Manjeri,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,29/07/2025,4950,5050,5000
Kerala,Malappuram,Manjeri,"Pepper ungarbled",Other,FAQ,29/07/2025,64900,65000,64950
Kerala,Malappuram,Manjeri,Rice,Other,FAQ,29/07/2025,4750,4850,4800
Kerala,Malappuram,Manjeri,Snakeguard,Other,FAQ,29/07/2025,3100,3200,3150
Kerala,Malappuram,Manjeri,"Water Melon",Other,Large,29/07/2025,1650,1750,1700
Kerala,Thirssur,Thrissur,Beetroot,Beetroot,FAQ,29/07/2025,3500,3500,3500
Kerala,Thirssur,Thrissur,"Bitter gourd","Bitter Gourd",FAQ,29/07/2025,6500,6500,6500
Kerala,Thirssur,Thrissur,Cowpea(Veg),"Cowpea (Veg)",FAQ,29/07/2025,4500,4500,4500
Kerala,Thirssur,Thrissur,Potato,Potato,FAQ,29/07/2025,3500,3500,3500
Kerala,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,FAQ,29/07/2025,3400,4000,3700
Kerala,Thiruvananthapuram,Neyyatinkara,Ginger(Green),"Green Ginger",FAQ,29/07/2025,6000,12000,7000
Punjab,Amritsar,Rayya,"Green Chilli","Green Chilly",FAQ,29/07/2025,3400,3400,3400
Punjab,Amritsar,Rayya,Potato,Other,Non-FAQ,29/07/2025,900,900,900
Punjab,Amritsar,Rayya,Tomato,Hybrid,FAQ,29/07/2025,4000,4000,4000
Punjab,Bhatinda,"Bhagta Bhai Ka",Onion,Other,FAQ,29/07/2025,2000,2000,2000
Punjab,Mohali,Lalru,Brinjal,Other,FAQ,29/07/2025,3000,3000,3000
Punjab,Mohali,Lalru,Onion,Other,FAQ,29/07/2025,2000,2100,2100
Punjab,Mohali,Lalru,Potato,Other,FAQ,29/07/2025,1000,1200,1200
Punjab,Mohali,Lalru,Ridgeguard(Tori),Other,FAQ,29/07/2025,2000,2500,2000
Punjab,Mohali,Lalru,Tomato,Other,FAQ,29/07/2025,3000,3000,3000
Rajasthan,Dungarpur,Dungarpur,Onion,"1st Sort",FAQ,29/07/2025,2500,3000,2800
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Cauliflower,Other,FAQ,29/07/2025,2900,3300,3100
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Papaya,Other,Medium,29/07/2025,2400,2800,2600
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pumpkin,Other,FAQ,29/07/2025,2700,3100,2900
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Carrot,Pusakesar,Local,29/07/2025,3500,4800,4800
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai)",Coconut,Coconut,Local,29/07/2025,3200,3600,3600
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,1500,2000,2000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Banana,Besrai,Local,29/07/2025,4000,5000,5000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Carrot,Pusakesar,Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Coconut,Coconut,Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Coriander(Leaves),"I Sort",Local,29/07/2025,4000,4000,4000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )","Green Avare (W)","Avare (W)",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Guava,"Guava Alahabad",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Ariyalur,"Jeyankondam (Uzhavar Sandhai )",Raddish,Raddish,Local,29/07/2025,3000,3000,3000
"Tamil Nadu",Chengalpattu,"Medavakkam(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,2500,3000,3000
"Tamil Nadu",Chengalpattu,"Medavakkam(Uzhavar Sandhai )","Onion Green","Onion Green",Local,29/07/2025,6000,7000,7000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )","Bottle gourd","Bottle Gourd",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Capsicum,Capsicum,Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )","Cluster beans","Cluster Beans",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Cowpea(Veg),"Cowpea (Veg)",Local,29/07/2025,5000,6000,6000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )","Green Chilli","Green Chilly",Local,29/07/2025,7000,8000,8000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Groundnut,"Big (With Shell)",Local,29/07/2025,7500,8000,8000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Mashrooms,Mashrooms,Local,29/07/2025,24000,25000,25000
"Tamil Nadu",Chengalpattu,"Pallavaram(Uzhavar Sandhai )",Snakeguard,Snakeguard,Local,29/07/2025,3500,4000,4000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Ashgourd,Gouard,Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )","Chow Chow","Chow Chow",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Drumstick,Drumstick,Local,29/07/2025,2000,2400,2400
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Ginger(Green),"Green Ginger",Local,29/07/2025,6500,7000,7000
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Mint(Pudina),Mint(Pudina),Local,29/07/2025,4000,4500,4500
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai )",Potato,"(Red Nanital)",Local,29/07/2025,7800,8500,8500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Amaranthus,Amaranthus,Local,29/07/2025,3000,3600,3600
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )","Banana - Green","Banana - Green",Local,29/07/2025,3000,3500,3500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai )",Cabbage,Cabbage,Local,29/07/2025,2000,2500,2500
